1291590160,1157,1191,3,3
1291590500,1157,1159,3,3
1291590520,1157,1159,3,3
1291590560,1159,1191,3,3
1291590580,1159,1191,3,3
1291590600,1159,1191,3,3
1291590620,1159,1191,3,3
1291590680,1159,1191,3,3
1291590680,1144,1159,3,3
1291590700,1144,1191,3,3
1291590720,1144,1191,3,3
1291590740,1144,1191,3,3
1291590760,1144,1191,3,3
1291590780,1144,1191,3,3
1291590800,1144,1191,3,3
1291590820,1144,1191,3,3
1291590840,1144,1191,3,3
1291590860,1144,1191,3,3
1291590880,1144,1191,3,3
1291590900,1144,1191,3,3
1291590920,1157,1159,3,3
1291590920,1144,1191,3,3
1291590920,1144,1159,3,3
1291590940,1157,1159,3,3
1291590940,1144,1159,3,3
1291590960,1157,1159,3,3
1291590960,1144,1159,3,3
1291590980,1144,1159,3,3
1291591800,1152,1191,3,3
1291591820,1152,1191,3,3
1291591840,1152,1191,3,3
1291592260,1105,1295,1,1
1291592340,1105,1295,1,1
1291592420,1157,1191,3,3
1291592440,1157,1191,3,3
1291592480,1157,1191,3,3
1291592580,1105,1295,1,1
1291592620,1105,1295,1,1
1291592700,1109,1295,1,1
1291592720,1105,1295,1,1
1291592900,1105,1114,1,1
1291593200,1105,1295,1,1
1291593720,1109,1115,1,1
1291593740,1109,1115,1,1
1291593760,1109,1295,1,1
1291593980,1098,1181,4,1
1291594020,1105,1109,1,1
1291594020,1105,1295,1,1
1291594080,1098,1164,4,1
1291594160,1105,1295,1,1
1291594160,1116,1164,1,1
1291594180,1164,1295,1,1
1291594180,1232,1295,4,1
1291594180,1105,1295,1,1
1291594180,1109,1164,1,1
1291594180,1116,1164,1,1
1291594180,1116,1295,1,1
1291594200,1109,1232,1,4
1291594200,1116,1164,1,1
1291594220,1109,1232,1,4
1291594240,1114,1295,1,1
1291594240,1193,1232,1,4
1291594240,1109,1232,1,4
1291594240,1116,1164,1,1
1291594260,1109,1193,1,1
1291594260,1193,1295,1,1
1291594280,1142,1149,1,1
1291594280,1109,1232,1,4
1291594280,1098,1114,4,1
1291594280,1116,1164,1,1
1291594280,1109,1295,1,1
1291594280,1193,1295,1,1
1291594300,1116,1193,1,1
1291594300,1164,1193,1,1
1291594300,1116,1164,1,1
1291594300,1193,1295,1,1
1291594320,1116,1193,1,1
1291594320,1164,1295,1,1
1291594320,1164,1193,1,1
1291594320,1105,1164,1,1
1291594320,1193,1295,1,1
1291594320,1116,1295,1,1
1291594340,1164,1295,1,1
1291594340,1114,1116,1,1
1291594340,1105,1179,1,4
1291594360,1105,1232,1,4
1291594360,1098,1114,4,1
1291594360,1179,1232,4,4
1291594380,1114,1116,1,1
1291594380,1193,1232,1,4
1291594380,1105,1232,1,4
1291594380,1098,1114,4,1
1291594400,1181,1232,1,4
1291594400,1105,1232,1,4
1291594400,1164,1232,1,4
1291594400,1098,1114,4,1
1291594400,1105,1164,1,1
1291594420,1114,1116,1,1
1291594420,1181,1295,1,1
1291594420,1098,1114,4,1
1291594420,1232,1295,4,1
1291594420,1105,1295,1,1
1291594420,1105,1164,1,1
1291594440,1098,1114,4,1
1291594440,1232,1295,4,1
1291594460,1105,1232,1,4
1291594460,1105,1295,1,1
1291594480,1105,1109,1,1
1291594480,1098,1193,4,1
1291594480,1105,1232,1,4
1291594480,1105,1193,1,1
1291594480,1105,1295,1,1
1291594480,1109,1193,1,1
1291594480,1109,1295,1,1
1291594500,1105,1109,1,1
1291594500,1105,1232,1,4
1291594500,1105,1193,1,1
1291594500,1109,1193,1,1
1291594500,1193,1295,1,1
1291594520,1116,1193,1,1
1291594520,1105,1193,1,1
1291594520,1105,1295,1,1
1291594520,1105,1116,1,1
1291594520,1193,1295,1,1
1291594540,1105,1109,1,1
1291594540,1105,1193,1,1
1291594540,1157,1191,3,3
1291594540,1105,1295,1,1
1291594540,1109,1193,1,1
1291594540,1193,1295,1,1
1291594560,1116,1193,1,1
1291594560,1105,1109,1,1
1291594560,1105,1193,1,1
1291594560,1157,1191,3,3
1291594560,1105,1295,1,1
1291594560,1105,1116,1,1
1291594560,1109,1295,1,1
1291594560,1193,1295,1,1
1291594580,1105,1109,1,1
1291594580,1157,1191,3,3
1291594580,1109,1193,1,1
1291594580,1109,1295,1,1
1291594600,1105,1232,1,4
1291594600,1157,1191,3,3
1291594600,1109,1149,1,1
1291594620,1149,1232,1,4
1291594620,1157,1191,3,3
1291594640,1105,1109,1,1
1291594640,1149,1232,1,4
1291594640,1157,1191,3,3
1291594660,1157,1191,3,3
1291594680,1157,1191,3,3
1291594700,1149,1232,1,4
1291594700,1157,1191,3,3
1291594720,1142,1149,1,1
1291594720,1157,1191,3,3
1291594740,1098,1114,4,1
1291594740,1157,1191,3,3
1291594760,1157,1191,3,3
1291594780,1114,1142,1,1
1291594780,1157,1191,3,3
1291594800,1157,1191,3,3
1291594820,1157,1191,3,3
1291594840,1157,1191,3,3
1291594860,1157,1191,3,3
1291594860,1142,1193,1,1
1291594860,1193,1295,1,1
1291594880,1157,1191,3,3
1291594900,1105,1114,1,1
1291594900,1157,1191,3,3
1291594900,1114,1193,1,1
1291594920,1157,1191,3,3
1291594940,1157,1191,3,3
1291594960,1157,1191,3,3
1291594980,1157,1191,3,3
1291595000,1157,1191,3,3
1291595020,1149,1232,1,4
1291595020,1157,1191,3,3
1291595040,1157,1191,3,3
1291595060,1157,1191,3,3
1291595060,1109,1193,1,1
1291595080,1157,1191,3,3
1291595100,1157,1191,3,3
1291595120,1149,1232,1,4
1291595120,1157,1191,3,3
1291595120,1109,1295,1,1
1291595120,1193,1295,1,1
1291595140,1157,1191,3,3
1291595140,1193,1295,1,1
1291595160,1149,1232,1,4
1291595160,1157,1191,3,3
1291595180,1149,1232,1,4
1291595180,1157,1191,3,3
1291595200,1157,1191,3,3
1291595200,1109,1193,1,1
1291595220,1157,1191,3,3
1291595220,1109,1193,1,1
1291595240,1157,1191,3,3
1291595240,1109,1193,1,1
1291595260,1157,1191,3,3
1291595260,1109,1193,1,1
1291595280,1157,1191,3,3
1291595280,1109,1193,1,1
1291595300,1098,1114,4,1
1291595300,1157,1191,3,3
1291595300,1109,1193,1,1
1291595320,1149,1232,1,4
1291595320,1157,1191,3,3
1291595340,1157,1191,3,3
1291595360,1157,1191,3,3
1291595380,1157,1191,3,3
1291595380,1193,1295,1,1
1291595400,1157,1191,3,3
1291595400,1193,1295,1,1
1291595420,1157,1191,3,3
1291595440,1105,1114,1,1
1291595440,1105,1193,1,1
1291595440,1157,1191,3,3
1291595440,1193,1295,1,1
1291595460,1157,1191,3,3
1291595460,1105,1295,1,1
1291595460,1105,1116,1,1
1291595460,1109,1295,1,1
1291595460,1193,1295,1,1
1291595480,1109,1142,1,1
1291595480,1157,1191,3,3
1291595480,1109,1295,1,1
1291595480,1193,1295,1,1
1291595500,1149,1232,1,4
1291595500,1105,1193,1,1
1291595500,1157,1191,3,3
